詞彙,注音,英譯,量詞
形容,ㄒㄧㄥˊ ㄖㄨㄥˊ,to describe / description / appearance / look,
醒,ㄒㄧㄥˇ,to wake up / to be awake / to become aware / to sober up / to come to,
醒來,ㄒㄧㄥˇ ㄌㄞˊ,to waken,
姓,ㄒㄧㄥˋ,family name / surname / to be surnamed,個
性別,ㄒㄧㄥˋ ㄅㄧㄝˊ,gender / sex,
性格,ㄒㄧㄥˋ ㄍㄜˊ,nature / disposition / temperament / character,個
幸好,ㄒㄧㄥˋ ㄏㄠˇ,fortunately,
幸虧,ㄒㄧㄥˋ ㄎㄨㄟ,fortunately / luckily,
幸運,ㄒㄧㄥˋ ㄩㄣˋ,fortunate / lucky / fortune / luck,
兇,ㄒㄩㄥ,terrible / fearful,
兄弟,ㄒㄩㄥ ㄉㄧˋ,"brothers / younger brother / I, me (humble term used by men in public speech) / brotherly / fraternal",個
熊貓,ㄒㄩㄥˊ ㄇㄠ,panda,隻
修,ㄒㄧㄡ,to decorate / to embellish / to repair / to build / to write / to cultivate / to study / to take (a class),
修改,ㄒㄧㄡ ㄍㄞˇ,to amend / to alter / to modify,
修理,ㄒㄧㄡ ㄌㄧˇ,to repair / to fix / to prune / to trim / (coll.) to sort sb out / to fix sb,
需求,ㄒㄩ ㄑㄧㄡˊ,requirement / to require / (economics) demand,
需要,ㄒㄩ ㄧㄠˋ,to need / to want / to demand / to require / requirement / need,
選,ㄒㄩㄢˇ,to choose / to pick / to select / to elect,
選舉,ㄒㄩㄢˇ ㄐㄩˇ,to elect / election,次 / 個
選擇,ㄒㄩㄢˇ ㄗㄜˊ,to select / to pick / choice / option / alternative,
選擇,ㄒㄩㄢˇ ㄗㄜˊ,to select / to pick / choice / option / alternative,
學會,ㄒㄩㄝˊ ㄏㄨㄟˋ,to learn / to master / institute / learned society / (scholarly) association,
學問,ㄒㄩㄝˊ ㄨㄣˋ,learning / knowledge,個
尋找,ㄒㄩㄣˊ ㄓㄠˇ,to seek / to look for,
訓練,ㄒㄩㄣˋ ㄌㄧㄢˋ,to train / to drill / training,個
呀,ㄧㄚ,"(particle equivalent to 啊 after a vowel, expressing surprise or doubt)",
鴨,ㄧㄚ,duck / (slang) male prostitute,隻
鴨子,ㄧㄚ ㄗ˙,duck / male prostitute (slang),
押金,ㄧㄚ ㄐㄧㄣ,deposit / down payment,
牙,ㄧㄚˊ,tooth / ivory,顆
牙齒,ㄧㄚˊ ㄔˇ,tooth / dental,顆
煙火,ㄧㄢ ㄏㄨㄛˇ,smoke and fire / fireworks,
研究,ㄧㄢˊ ㄐㄧㄡˋ,research / a study / to research / to look into,項
研究,ㄧㄢˊ ㄐㄧㄡˋ,research / a study / to research / to look into,項
嚴重,ㄧㄢˊ ㄓㄨㄥˋ,grave / serious / severe / critical,
演,ㄧㄢˇ,to develop / to evolve / to practice / to perform / to play / to act,
演出,ㄧㄢˇ ㄔㄨ,to act (in a play) / to perform / to put on (a performance) / performance / concert / show,場 / 次
演講,ㄧㄢˇ ㄐㄧㄤˇ,lecture / to make a speech,
演員,ㄧㄢˇ ㄩㄢˊ,actor or actress / performer,個 / 位 / 名
眼光,ㄧㄢˇ ㄍㄨㄤ,gaze / insight / foresight / vision / way of looking at things,
眼淚,ㄧㄢˇ ㄌㄟˋ,tears / crying,滴
陽光,ㄧㄤˊ ㄍㄨㄤ,sunshine / transparent (open to public scrutiny),線
養,ㄧㄤˇ,to raise (animals) / to bring up (children) / to keep (pets) / to support / to give birth,
樣,ㄧㄤˋ,"manner / pattern / way / appearance / shape / classifier: kind, type",
樣樣,ㄧㄤˋ ㄧㄤˋ,all kinds,
邀請,ㄧㄠ ㄑㄧㄥˇ,to invite / invitation,個
要求,ㄧㄠ ㄑㄧㄡˊ,to request / to require / requirement / to stake a claim / to ask / to demand,點
要求,ㄧㄠ ㄑㄧㄡˊ,to request / to require / requirement / to stake a claim / to ask / to demand,點
咬,ㄧㄠˇ,to bite / to nip,
要,ㄧㄠˋ,important / vital / to want / to ask for / will / going to (as future auxiliary) / may / must / (used in a comparison) must be / probably / if,
要不然,ㄧㄠˋ ㄅㄨˋ ㄖㄢˊ,otherwise / or else / or,
要不是,ㄧㄠˋ ㄅㄨˊ ㄕˋ,if it were not for / but for,
要緊,ㄧㄠˋ ㄐㄧㄣˇ,important / urgent,
野餐,ㄧㄝˇ ㄘㄢ,picnic / to have a picnic,
也好,ㄧㄝˇ ㄏㄠˇ,also fine,
頁,ㄧㄝˋ,page / leaf,
夜裡,ㄧㄝˋ ㄌㄧˇ,during the night / at night / nighttime,
夜裏,ㄧㄝˋ ㄌㄧˇ,during the night / at night / nighttime,
夜市,ㄧㄝˋ ㄕˋ,night market,
一下子,ㄧ ㄒㄧㄚˋ ㄗ˙,in a short while / all at once / all of a sudden,
一下子兒,ㄧˊ ㄒㄧㄚˋ ㄗ˙ ㄦ,in a short while / all at once / all of a sudden,
衣櫃,ㄧ ㄍㄨㄟˋ,wardrobe / armoire,個
依靠,ㄧ ㄎㄠˋ,to rely on sth (for support etc) / to depend on,
一塊,ㄧ ㄎㄨㄞˋ,one block / one piece / one (unit of money) / together / in the same place / in company,
一塊兒,ㄧ ㄎㄨㄞˋ ㄦ,erhua variant of 一塊块[yi1 kuai4],
一切,ㄧ ㄑㄧㄝˋ,everything / every / all,
一向,ㄧ ㄒㄧㄤˋ,always (previously) / a period of time in the recent past,
一樣,ㄧ ㄧㄤˋ,same / like / equal to / the same as / just like,
已,ㄧˇ,already / to stop / then / afterwards,
以,ㄧˇ,to use / by means of / according to / in order to / because of / at (a certain date or place),
以後,ㄧˇ ㄏㄡˋ,after / later / afterwards / following / later on / in the future,
以來,ㄧˇ ㄌㄞˊ,since (a previous event),
以免,ㄧˇ ㄇㄧㄢˇ,in order to avoid / so as not to,
以內,ㄧˇ ㄋㄟˋ,within / less than,
以前,ㄧˇ ㄑㄧㄢˊ,before / formerly / previous / ago,
以上,ㄧˇ ㄕㄤˋ,that level or higher / that amount or more / the above-mentioned / (used to indicate that one has completed one's remarks) That is all.,
以外,ㄧˇ ㄨㄞˋ,apart from / other than / except for / external / outside of / on the other side of / beyond,
以為,ㄧˇ ㄨㄟˊ,to think (i.e. to take it to be true that ...) (Usually there is an implication that the notion is mistaken – except when expressing one's own current opinion.),
以下,ㄧˇ ㄒㄧㄚˋ,that level or lower / that amount or less / the following,
一般來說,ㄧˋ ㄅㄢ ㄌㄞˊ ㄕㄨㄛ,generally speaking,
一點,ㄧ ㄉㄧㄢˇ,a bit / a little / one dot / one point,
一點兒,ㄧ ㄉㄧㄢˇ ㄦ,erhua variant of 一點点[yi1 dian3],
一方面,ㄧ ㄈㄤ ㄇㄧㄢˋ,on the one hand,
一連,ㄧ ㄌㄧㄢˊ,in a row / in succession / running,
一生,ㄧ ㄕㄥ,all one's life / throughout one's life,
一時,ㄧ ㄕˊ,a period of time / a while / for a short while / temporary / momentary / at the same time,
一同,ㄧ ㄊㄨㄥˊ,along / together,
意見,ㄧˋ ㄐㄧㄢˋ,idea / opinion / suggestion / objection / complaint,點 / 條
意外,ㄧˋ ㄨㄞˋ,unexpected / accident / mishap,個
意義,ㄧˋ ㄧˋ,sense / meaning / significance / importance,個
陰,ㄧㄣ,overcast (weather) / cloudy / shady / Yin (the negative principle of Yin and Yang) / negative (electric.) / feminine / moon / implicit / hidden / genitalia,
因此,ㄧㄣ ㄘˇ,thus / consequently / as a result,
音響,ㄧㄣ ㄒㄧㄤˇ,sound / acoustics / audio / hi-fi system / stereo sound system / abbr. for 組合音響合音响[zu3 he2 yin1 xiang3],
引起,ㄧㄣˇ ㄑㄧˇ,to give rise to / to lead to / to cause / to arouse,
應,ㄧㄥ,to answer / to respond / to comply with / to deal or cope with,
應該,ㄧㄥ ㄍㄞ,ought to / should / must,
英俊,ㄧㄥ ㄐㄩㄣˋ,handsome,
營養,ㄧㄥˊ ㄧㄤˇ,nutrition / nourishment,種
影片,ㄧㄥˇ ㄆㄧㄢˋ,film / movie,部
擁有,ㄩㄥˇ ㄧㄡˇ,to have / to possess,
用,ㄩㄥˋ,to use / to employ / to have to / to eat or drink / expense or outlay / usefulness / hence / therefore,
用法,ㄩㄥˋ ㄈㄚˇ,usage,
用功,ㄩㄥˋ ㄍㄨㄥ,diligent / industrious (in one's studies) / to study hard / to make great effort,
用品,ㄩㄥˋ ㄆㄧㄣˇ,articles for use / products / goods,
優點,ㄧㄡ ㄉㄧㄢˇ,merit / benefit / strong point / advantage,個 / 項
優秀,ㄧㄡ ㄒㄧㄡˋ,outstanding / excellent,
幽默,ㄧㄡ ㄇㄛˋ,(loanword) humor / humorous,
郵票,ㄧㄡˊ ㄆㄧㄠˋ,(postage) stamp,枚 / 張
尤其,ㄧㄡˊ ㄑㄧˊ,especially / particularly,
遊客,ㄧㄡˊ ㄎㄜˋ,traveler / tourist / (online gaming) guest player,
游泳池,ㄧㄡˊ ㄩㄥˇ ㄔˊ,swimming pool,場
由於,ㄧㄡˊ ㄩˊ,due to / as a result of / thanks to / owing to / since / because,
有點,ㄧㄡˇ ㄉㄧㄢˇ,a little,
有一點,ㄧㄡˇ ㄧ ㄉㄧㄢˇ,a little / somewhat,
有點兒,ㄧㄡˇ ㄉㄧㄢˇ ㄦ,slightly / a little / somewhat,
有一點兒,ㄧㄡˇ ㄧ ㄉㄧㄢˇ ㄦ,a bit / a little,
有的,ㄧㄡˇ ㄉㄜ˙,(there are) some (who are...) / some (exist),
有名,ㄧㄡˇ ㄇㄧㄥˊ,famous / well-known,
有錢,ㄧㄡˇ ㄑㄧㄢˊ,well-off / wealthy,
有效,ㄧㄡˇ ㄒㄧㄠˋ,effective / in effect / valid,
有意思,ㄧㄡˇ ㄧˋ ㄙ˙,interesting / meaningful / enjoyable / fun,
友誼,ㄧㄡˇ ㄧˋ,companionship / fellowship / friendship,
於是,ㄩˊ ㄕˋ,thereupon / as a result / consequently / thus / hence,
與,ㄩˇ,to take part in,
與,ㄩˇ,to take part in,
玉,ㄩˋ,jade,
玉米,ㄩˋ ㄇㄧˇ,corn / maize,粒
預備,ㄩˋ ㄅㄟˋ,to prepare / to make ready / preparation / preparatory,
預習,ㄩˋ ㄒㄧˊ,to prepare a lesson,
遇到,ㄩˋ ㄉㄠˋ,to meet / to run into / to come across,
圓,ㄩㄢˊ,circle / round / circular / spherical / (of the moon) full / unit of Chinese currency (yuan) / tactful / to make consistent and whole (the narrative of a dream or a lie),
員工,ㄩㄢˊ ㄍㄨㄥ,staff / personnel / employee,
原諒,ㄩㄢˊ ㄌㄧㄤˋ,to excuse / to forgive / to pardon,
原因,ㄩㄢˊ ㄧㄣ,cause / origin / root cause / reason,個
願望,ㄩㄢˋ ㄨㄤˋ,desire / wish,
院子,ㄩㄢˋ ㄗ˙,courtyard / garden / yard / patio / (old) servant,個
約,ㄩㄝ,to make an appointment / to invite / approximately / pact / treaty / to economize / to restrict / to reduce (a fraction) / concise,
約會,ㄩㄝ ㄏㄨㄟˋ,appointment / engagement / date / to arrange to meet,次 / 個
約會,ㄩㄝ ㄏㄨㄟˋ,appointment / engagement / date / to arrange to meet,次 / 個
越,ㄩㄝˋ,to exceed / to climb over / to surpass / the more... the more,
月餅,ㄩㄝˋ ㄅㄧㄥˇ,mooncake (esp. for the Mid-Autumn Festival),
閱讀,ㄩㄝˋ ㄉㄨˊ,to read / reading,
樂團,ㄩㄝˋ ㄊㄨㄢˊ,band / orchestra,
運氣,ㄩㄣˋ ㄑㄧˋ,luck (good or bad),
在,ㄗㄞˋ,(located) at / (to be) in / to exist / in the middle of doing sth / (indicating an action in progress),
在意,ㄗㄞˋ ㄧˋ,to care about / to mind,
在於,ㄗㄞˋ ㄩˊ,to be in / to lie in / to consist in / to depend on / to rest with,
早,ㄗㄠˇ,early / morning / Good morning! / long ago / prematurely,
早日,ㄗㄠˇ ㄖˋ,soon / shortly / on a day quite soon / promptly,
早晚,ㄗㄠˇ ㄨㄢˇ,morning and evening / sooner or later,
造成,ㄗㄠˋ ㄔㄥˊ,to bring about / to create / to cause,
噪音,ㄗㄠˋ ㄧㄣ,rumble / noise / static (in a signal),
責任,ㄗㄜˊ ㄖㄣˋ,responsibility / blame / duty,個
增加,ㄗㄥ ㄐㄧㄚ,to raise / to increase,
炸,ㄓㄚˋ,to explode,
摘,ㄓㄞ,"to take / to borrow / to pick (flowers, fruit etc) / to pluck / to select / to remove / to take off (glasses, hat etc)",
站,ㄓㄢˋ,station / to stand / to halt / to stop / branch of a company or organization / website,
暫時,ㄓㄢˋ ㄕˊ,temporary / provisional / for the time being,
戰爭,ㄓㄢˋ ㄓㄥ,war / conflict,場 / 次
長,ㄓㄤˇ,chief / head / elder / to grow / to develop / to increase / to enhance,
長大,ㄓㄤˇ ㄉㄚˋ,to grow up,
掌握,ㄓㄤˇ ㄨㄛˋ,"to grasp (often fig.) / to control / to seize (initiative, opportunity, destiny) / to master / to know well / to understand sth well and know how to use it / fluency",
障礙,ㄓㄤˋ ㄞˋ,barrier / obstruction / hindrance / impediment / obstacle,
招待,ㄓㄠ ㄉㄞˋ,to receive (guests) / to entertain / reception,
招牌,ㄓㄠ ㄆㄞˊ,signboard / shop sign / reputation of a business,
找錢,ㄓㄠˇ ㄑㄧㄢˊ,to give change,
照,ㄓㄠˋ,according to / in accordance with / to shine / to illuminate / to reflect / to look at (one's reflection) / to take (a photo) / photo / as requested / as before,
照,ㄓㄠˋ,according to / in accordance with / to shine / to illuminate / to reflect / to look at (one's reflection) / to take (a photo) / photo / as requested / as before,
哲學,ㄓㄜˊ ㄒㄩㄝˊ,philosophy,個
這裏,ㄓㄜˋ ㄌㄧˇ,variant of 這裡里[zhe4 li3],
這下子,ㄓㄜˋ ㄒㄧㄚˋ ㄗ˙,this time,
這樣,ㄓㄜˋ ㄧㄤˋ,this kind of / so / this way / like this / such,
這樣子,ㄓㄜˋ ㄧㄤˋ ㄗ˙,so / such / this way / like this,
這樣子,ㄓㄜˋ ㄧㄤˋ ㄗ˙,so / such / this way / like this,
真的,ㄓㄣ ㄉㄜ˙,really,
真理,ㄓㄣ ㄌㄧˇ,truth,個
真實,ㄓㄣ ㄕˊ,true / real,
真是,ㄓㄣ ㄕˋ,"indeed / truly / (coll.) (used to express disapproval, annoyance etc about sth)",
真心,ㄓㄣ ㄒㄧㄣ,sincere / heartfelt,片
真正,ㄓㄣ ㄓㄥˋ,genuine / real / true / genuinely,
真正,ㄓㄣ ㄓㄥˋ,genuine / real / true / genuinely,
珍貴,ㄓㄣ ㄍㄨㄟˋ,precious,
整,ㄓㄥˇ,exactly / in good order / whole / complete / entire / in order / orderly / to repair / to mend / to renovate / (coll.) to fix sb / to give sb a hard time / to mess with sb,
整理,ㄓㄥˇ ㄌㄧˇ,"to arrange / to tidy up / to sort out / to straighten out / to list systematically / to collate (data, files) / to pack (luggage)",
整齊,ㄓㄥˇ ㄑㄧˊ,orderly / neat / even / tidy,
正,ㄓㄥˋ,straight / upright / proper / main / principal / to correct / to rectify / exactly / just (at that time) / right (in that place) / (math.) positive,
正常,ㄓㄥˋ ㄔㄤˊ,regular / normal / ordinary,
正確,ㄓㄥˋ ㄑㄩㄝˋ,correct / proper,
正式,ㄓㄥˋ ㄕˋ,formal / official,
證明,ㄓㄥˋ ㄇㄧㄥˊ,proof / certificate / identification / testimonial / to prove / to testify / to confirm the truth of,個
證書,ㄓㄥˋ ㄕㄨ,credentials / certificate,
支,ㄓ,"to support / to sustain / to erect / to raise / branch / division / to draw money / classifier for rods such as pens and guns, for army divisions and for songs or compositions",
知,ㄓ,to know / to be aware,
知識,ㄓ ㄕˋ,knowledge / intellectual,門
之後,ㄓ ㄏㄡˋ,afterwards / following / later / after,
之間,ㄓ ㄐㄧㄢ,between / among / inter-,
之前,ㄓ ㄑㄧㄢˊ,before / prior to / ago / previously / beforehand,
直,ㄓˊ,straight / to straighten / fair and reasonable / frank / straightforward / (indicates continuing motion or action) / vertical / vertical downward stroke in Chinese characters,
直到,ㄓˊ ㄉㄠˋ,until,
值得,ㄓˊ ㄉㄜ˙,to be worth / to deserve,
殖民地,ㄓˊ ㄇㄧㄣˊ ㄉㄧˋ,colony,
植物,ㄓˊ ㄨˋ,plant / vegetation,種
職員,ㄓˊ ㄩㄢˊ,office worker / staff member,個 / 位
指,ㄓˇ,finger / to point at or to / to indicate or refer to / to depend on / to count on / (of hair) to stand on end,
只是,ㄓˇ ㄕˋ,merely / simply / only / but,
只要,ㄓˇ ㄧㄠˋ,if only / so long as,
只有,ㄓˇ ㄧㄡˇ,only,
只有,ㄓˇ ㄧㄡˇ,only,
制度,ㄓˋ ㄉㄨˋ,"system (e.g. political, adminstrative etc) / institution",個
智慧,ㄓˋ ㄏㄨㄟˋ,wisdom / knowledge / intelligent / intelligence,
至少,ㄓˋ ㄕㄠˇ,at least / (to say the) least,
至於,ㄓˋ ㄩˊ,as for / as to / to go so far as to,
中,ㄓㄨㄥ,"to hit (the mark) / to be hit by / to suffer / to win (a prize, a lottery)",
中部,ㄓㄨㄥ ㄅㄨˋ,middle part / central section,
中餐,ㄓㄨㄥ ㄘㄢ,Chinese meal / Chinese food,份 / 頓
終於,ㄓㄨㄥ ㄩˊ,at last / in the end / finally / eventually,
鐘,ㄓㄨㄥ,clock / o'clock / time as measured in hours and minutes / bell,架 / 座
種,ㄓㄨㄥˋ,to plant / to grow / to cultivate,
重點,ㄓㄨㄥˋ ㄉㄧㄢˇ,important point / main point / focus / key (project etc) / to focus on / to put the emphasis on,
重視,ㄓㄨㄥˋ ㄕˋ,to attach importance to sth / to value,
周圍,ㄓㄡ ㄨㄟˊ,surroundings / environment / to encompass,
主動,ㄓㄨˇ ㄉㄨㄥˋ,to take the initiative / to do sth of one's own accord / spontaneous / active / opposite: passive 被動动[bei4 dong4] / drive (of gears and shafts etc),
主婦,ㄓㄨˇ ㄈㄨˋ,housewife / woman of senior authority in a household / the lady of the house / hostess,
主管,ㄓㄨˇ ㄍㄨㄢˇ,in charge / responsible for / person in charge / manager,
主人,ㄓㄨˇ ㄖㄣˊ,master / host / owner,個
主任,ㄓㄨˇ ㄖㄣˋ,director / head,個
主題,ㄓㄨˇ ㄊㄧˊ,theme / subject,
主要,ㄓㄨˇ ㄧㄠˋ,main / principal / major / primary,
主要,ㄓㄨˇ ㄧㄠˋ,main / principal / major / primary,
主意,ㄓㄨˇ ㄧˋ,plan / idea / decision / Beijing pr. [zhu2 yi5],個
祝,ㄓㄨˋ,to wish / to express good wishes / to pray / (old) wizard,
祝福,ㄓㄨˋ ㄈㄨˊ,blessings / to wish sb well,
祝福,ㄓㄨˋ ㄈㄨˊ,blessings / to wish sb well,
助,ㄓㄨˋ,to help / to assist,
助理,ㄓㄨˋ ㄌㄧˇ,assistant,
著名,ㄓㄨˋ ㄇㄧㄥˊ,famous / noted / well-known / celebrated,
抓,ㄓㄨㄚ,to grab / to catch / to arrest / to snatch / to scratch,
專心,ㄓㄨㄢ ㄒㄧㄣ,to concentrate / absorption / concentration / engrossed,
專業,ㄓㄨㄢ ㄧㄝˋ,specialty / specialized field / main field of study (at university) / major / professional,門 / 個
狀態,ㄓㄨㄤˋ ㄊㄞˋ,state of affairs / state / mode / situation,個
追求,ㄓㄨㄟ ㄑㄧㄡˊ,to pursue (a goal etc) stubbornly / to seek after / to woo,
準時,ㄓㄨㄣˇ ㄕˊ,on time / punctual / on schedule,
著,ㄓㄨㄛˊ,to make known / to show / to prove / to write / book / outstanding,
資料,ㄗ ㄌㄧㄠˋ,material / resources / data / information / profile (Internet),份 / 個
資源,ㄗ ㄩㄢˊ,natural resource (such as water or minerals) / resource (such as manpower or tourism),
仔細,ㄗˇ ㄒㄧˋ,careful / attentive / cautious,
自從,ㄗˋ ㄘㄨㄥˊ,since (a time) / ever since,
自動,ㄗˋ ㄉㄨㄥˋ,automatic / voluntarily,
自然,ㄗˋ ㄖㄢˊ,nature / natural / naturally,
自殺,ㄗˋ ㄕㄚ,to kill oneself / to commit suicide / to attempt suicide,
自信,ㄗˋ ㄒㄧㄣˋ,to have confidence in oneself / self-confidence,
自由,ㄗˋ ㄧㄡˊ,freedom / free / liberty,個
自由,ㄗˋ ㄧㄡˊ,freedom / free / liberty,個
自在,ㄗˋ ㄗㄞˋ,free / unrestrained / comfortable / at ease,
宗教,ㄗㄨㄥ ㄐㄧㄠˋ,religion,
總而言之,ㄗㄨㄥˇ ㄦˊ ㄧㄢˊ ㄓ,in short / in a word / in brief,
總算,ㄗㄨㄥˇ ㄙㄨㄢˋ,at long last / finally / on the whole,
總統,ㄗㄨㄥˇ ㄊㄨㄥˇ,president (of a country),個 / 位 / 名 / 屆
總之,ㄗㄨㄥˇ ㄓ,in a word / in short / in brief,
走走,ㄗㄡˇ ㄗㄡ˙,to walk around,
組,ㄗㄨˇ,"to form / to organize / group / team / classifier for sets, series, groups of people, batteries",
祖父,ㄗㄨˇ ㄈㄨˋ,father's father / paternal grandfather,
祖母,ㄗㄨˇ ㄇㄨˇ,father's mother / paternal grandmother,
祖先,ㄗㄨˇ ㄒㄧㄢ,ancestor / forebears,
嘴,ㄗㄨㄟˇ,mouth / beak / nozzle / spout (of teapot etc),張 / 個
醉,ㄗㄨㄟˋ,intoxicated,
最初,ㄗㄨㄟˋ ㄔㄨ,first / primary / initial / original / at first / initially / originally,
最多,ㄗㄨㄟˋ ㄉㄨㄛ,at most / maximum / greatest (amount) / maximal,
最好,ㄗㄨㄟˋ ㄏㄠˇ,best / (you) had better (do what we suggest),
最後,ㄗㄨㄟˋ ㄏㄡˋ,final / last / finally / ultimate,
最佳,ㄗㄨㄟˋ ㄐㄧㄚ,"optimum / optimal / peak / best (athlete, movie etc)",
尊敬,ㄗㄨㄣ ㄐㄧㄥˋ,to respect / to revere,
作,ㄗㄨㄛˋ,to do / to grow / to write or compose / to pretend / to regard as / to feel / writings or works,
作品,ㄗㄨㄛˋ ㄆㄧㄣˇ,work (of art) / opus,部 / 篇
作者,ㄗㄨㄛˋ ㄓㄜˇ,author / writer,個
座,ㄗㄨㄛˋ,"seat / base / stand / classifier for buildings, mountains and similar immovable objects",個
做法,ㄗㄨㄛˋ ㄈㄚˇ,way of handling sth / method for making / work method / recipe / practice,個
作法,ㄗㄨㄛˋ ㄈㄚˇ,course of action / method of doing sth / practice / modus operandi,
做夢,ㄗㄨㄛˋ ㄇㄥˋ,to dream / to have a dream / fig. illusion / fantasy / pipe dream,
做人,ㄗㄨㄛˋ ㄖㄣˊ,to conduct oneself / to behave with integrity,
做事,ㄗㄨㄛˋ ㄕˋ,to work / to handle matters / to have a job,
