詞彙,注音,英譯,量詞
嫉妒,ㄐㄧˊ ㄉㄨˋ,to be jealous / to envy / to hate,
極端,ㄐㄧˊ ㄉㄨㄢ,extreme,
極端,ㄐㄧˊ ㄉㄨㄢ,extreme,
極力,ㄐㄧˊ ㄌㄧˋ,to make a supreme effort / at all costs,
極為,ㄐㄧˊ ㄨㄟˊ,extremely / exceedingly,
集合,ㄐㄧˊ ㄏㄜˊ,to gather / to assemble / set (math.),
集結,ㄐㄧˊ ㄐㄧㄝˊ,to assemble / to concentrate / to mass / to build up / to marshal,
集權,ㄐㄧˊ ㄑㄩㄢˊ,"centralized power (history), e.g. under an Emperor or party",
集體,ㄐㄧˊ ㄊㄧˇ,collective (decision) / joint (effort) / a group / a team / en masse / as a group,
集團,ㄐㄧˊ ㄊㄨㄢˊ,group / bloc / corporation / conglomerate,
急救,ㄐㄧˊ ㄐㄧㄡˋ,first aid / emergency treatment,
急躁,ㄐㄧˊ ㄗㄠˋ,irritable / irascible / impetuous,
急診,ㄐㄧˊ ㄓㄣˇ,emergency call / emergency (medical) treatment,
籍貫,ㄐㄧˊ ㄍㄨㄢˋ,one's native place / place of ancestry / registered birthplace,
擊,ㄐㄧˊ,to hit / to strike / to break / Taiwan pr. [ji2],
擊落,ㄐㄧˊ ㄌㄨㄛˋ,to shoot down (a plane),
計,ㄐㄧˋ,to calculate / to compute / to count / to regard as important / to plan / ruse / meter / gauge,
暨,ㄐㄧˋ,and / to reach to / the limits,
繼承,ㄐㄧˋ ㄔㄥˊ,to inherit / to succeed to (the throne etc) / to carry on (a tradition etc),
季風,ㄐㄧˋ ㄈㄥ,monsoon,
劑量,ㄐㄧˋ ㄌㄧㄤˋ,dosage / prescribed dose of medicine,
紀律,ㄐㄧˋ ㄌㄩˋ,discipline,
技能,ㄐㄧˋ ㄋㄥˊ,technical ability / skill,
技藝,ㄐㄧˋ ㄧˋ,skill / art,
祭祀,ㄐㄧˋ ㄙˋ,to offer sacrifices to the gods or ancestors,
傢伙,ㄐㄧㄚ ㄏㄨㄛˇ,variant of 家伙[jia1 huo5],
家家戶戶,ㄐㄧㄚ ㄐㄧㄚ ㄏㄨˋ ㄏㄨˋ,each and every family (idiom) / every household,
家電,ㄐㄧㄚ ㄉㄧㄢˋ,household electric appliance / abbr. for 家用電器用电器,
家屬,ㄐㄧㄚ ㄕㄨˇ,family member / (family) dependent,
佳節,ㄐㄧㄚ ㄐㄧㄝˊ,festive day / holiday,
佳人,ㄐㄧㄚ ㄖㄣˊ,beautiful woman,
加緊,ㄐㄧㄚ ㄐㄧㄣˇ,to intensify / to speed up / to step up,
加快,ㄐㄧㄚ ㄎㄨㄞˋ,to accelerate / to speed up,
加薪,ㄐㄧㄚ ㄒㄧㄣ,to raise salary,
加重,ㄐㄧㄚ ㄓㄨㄥˋ,"to make heavier / to emphasize / (of an illness etc) to become more serious / to aggravate (a bad situation) / to increase (a burden, punishment etc)",
枷鎖,ㄐㄧㄚ ㄙㄨㄛˇ,stocks and chain / in fetters,
夾雜,ㄐㄧㄚˊ ㄗㄚˊ,to mix together (disparate substances) / to mingle / a mix / to be tangled up with,
假,ㄐㄧㄚˇ,vacation,
假若,ㄐㄧㄚˇ ㄖㄨㄛˋ,if / supposing / in case,
假使,ㄐㄧㄚˇ ㄕˇ,if / in case / suppose / given ...,
假象,ㄐㄧㄚˇ ㄒㄧㄤˋ,false appearance / facade,
架,ㄐㄧㄚˋ,"to support / frame / rack / framework / classifier for planes, large vehicles, radios etc",
架,ㄐㄧㄚˋ,"to support / frame / rack / framework / classifier for planes, large vehicles, radios etc",
架子,ㄐㄧㄚˋ ㄗ˙,shelf / frame / stand / framework / airs / arrogance,
架構,ㄐㄧㄚˋ ㄍㄡˋ,to construct / to build / infrastructure / architecture / framework,
假期,ㄐㄧㄚˋ ㄑㄧˊ,vacation,
煎,ㄐㄧㄢ,to pan fry / to sauté,
監督,ㄐㄧㄢ ㄉㄨ,to control / to supervise / to inspect,
尖端,ㄐㄧㄢ ㄉㄨㄢ,sharp pointed end / the tip / the cusp / tip-top / most advanced and sophisticated / highest peak / the best,
堅固,ㄐㄧㄢ ㄍㄨˋ,firm / firmly / hard / stable,
堅忍,ㄐㄧㄢ ㄖㄣˇ,persevering,
堅信,ㄐㄧㄢ ㄒㄧㄣˋ,to believe firmly / without any doubt,
堅硬,ㄐㄧㄢ ㄧㄥˋ,hard / solid,
兼職,ㄐㄧㄢ ㄓˊ,to hold concurrent posts / concurrent job / moonlighting,
艱鉅,ㄐㄧㄢ ㄐㄩˋ,hard,
艱苦,ㄐㄧㄢ ㄎㄨˇ,difficult / hard / arduous,
艱難,ㄐㄧㄢ ㄋㄢˊ,difficult / hard / challenging,
簡便,ㄐㄧㄢˇ ㄅㄧㄢˋ,simple and convenient / handy,
簡稱,ㄐㄧㄢˇ ㄔㄥ,to be abbreviated to / abbreviation / short form,
簡化,ㄐㄧㄢˇ ㄏㄨㄚˋ,to simplify,
簡體,ㄐㄧㄢˇ ㄊㄧˇ,"simplified form of Chinese characters, as opposed to traditional form 繁體体[fan2 ti3]",
檢討,ㄐㄧㄢˇ ㄊㄠˇ,to examine or inspect / self-criticism / review,
漸,ㄐㄧㄢˋ,gradual / gradually,
賤,ㄐㄧㄢˋ,inexpensive / lowly,
濺,ㄐㄧㄢˋ,to splash,
見解,ㄐㄧㄢˋ ㄐㄧㄝˇ,opinion / view / understanding,
見識,ㄐㄧㄢˋ ㄕˋ,to gain first-hand knowledge of sth / to experience for oneself / knowledge / experience / insight,
見證,ㄐㄧㄢˋ ㄓㄥˋ,to be witness to / witness / evidence,
建造,ㄐㄧㄢˋ ㄗㄠˋ,to construct / to build,
健身,ㄐㄧㄢˋ ㄕㄣ,to exercise / to keep fit / to work out / physical exercise,
健身房,ㄐㄧㄢˋ ㄕㄣ ㄈㄤˊ,gym / gymnasium,
健壯,ㄐㄧㄢˋ ㄓㄨㄤˋ,robust / healthy / sturdy,
將,ㄐㄧㄤ,to desire / to invite / to request,
將軍,ㄐㄧㄤ ㄐㄩㄣ,general / high-ranking military officer / to check or checkmate / fig. to embarrass / to challenge / to put sb on the spot,
獎勵,ㄐㄧㄤˇ ㄌㄧˋ,to reward / reward (as encouragement),
獎賞,ㄐㄧㄤˇ ㄕㄤˇ,reward / prize / award,
獎狀,ㄐㄧㄤˇ ㄓㄨㄤˋ,prize certificate / certificate of merit,
講理,ㄐㄧㄤˇ ㄌㄧˇ,to argue / to reason with sb / to talk sense / to be reasonable,
講習,ㄐㄧㄤˇ ㄒㄧˊ,to lecture / to instruct,
講義,ㄐㄧㄤˇ ㄧˋ,teaching materials,
講座,ㄐㄧㄤˇ ㄗㄨㄛˋ,a course of lectures,個
交錯,ㄐㄧㄠ ㄘㄨㄛˋ,to crisscross / to intertwine,
交貨,ㄐㄧㄠ ㄏㄨㄛˋ,to deliver goods,
交集,ㄐㄧㄠ ㄐㄧˊ,intersection (symbol ∩) (set theory),
交情,ㄐㄧㄠ ㄑㄧㄥˊ,friendship / friendly relations,
交涉,ㄐㄧㄠ ㄕㄜˋ,to negotiate (with) / to have dealings (with),
交談,ㄐㄧㄠ ㄊㄢˊ,to discuss / to converse / chat / discussion,
焦急,ㄐㄧㄠ ㄐㄧˊ,anxiety / anxious,
腳本,ㄐㄧㄠˇ ㄅㄣˇ,script,
攪和,ㄐㄧㄠˇ ㄏㄨㄛ˙,to mix / to blend / (fig.) to spoil / to mess up things / to run around with (sb) / to get involved with / to mix (with other people),
轎車,ㄐㄧㄠˋ ㄔㄜ,enclosed carriage for carrying passengers / motor carriage / car or bus / limousine,部 / 輛
叫好,ㄐㄧㄠˋ ㄏㄠˇ,to applaud / to cheer,
教官,ㄐㄧㄠˋ ㄍㄨㄢ,military instructor,
教化,ㄐㄧㄠˋ ㄏㄨㄚˋ,to enlighten / to civilize / to indoctrinate / to train (an animal),
教誨,ㄐㄧㄠˋ ㄏㄨㄟˋ,to instruct,
教徒,ㄐㄧㄠˋ ㄊㄨˊ,disciple / follower of a religion,
教學,ㄐㄧㄠˋ ㄒㄩㄝˊ,to teach / teaching and learning / education,門 / 個
教員,ㄐㄧㄠˋ ㄩㄢˊ,teacher / instructor,個
較量,ㄐㄧㄠˋ ㄌㄧㄤˋ,to pit oneself against sb / to compete with sb / contest / battle / to haggle / to quibble,
皆,ㄐㄧㄝ,all / each and every / in all cases,
階層,ㄐㄧㄝ ㄘㄥˊ,hierarchy / stratum / social class,
階級,ㄐㄧㄝ ㄐㄧˊ,(social) class,個
街坊,ㄐㄧㄝ ㄈㄤ,neighborhood / neighbor,
接管,ㄐㄧㄝ ㄍㄨㄢˇ,to take over / to assume control,
接連,ㄐㄧㄝ ㄌㄧㄢˊ,on end / in a row / in succession,
接納,ㄐㄧㄝ ㄋㄚˋ,to admit (to membership),
接洽,ㄐㄧㄝ ㄑㄧㄚˋ,to discuss a matter with sb / to get in touch with / to arrange,
接下來,ㄐㄧㄝ ㄒㄧㄚˋ ㄌㄞˊ,to accept / to take / next / following,
揭幕,ㄐㄧㄝ ㄇㄨˋ,opening / unveiling,
揭曉,ㄐㄧㄝ ㄒㄧㄠˇ,to announce publicly / to publish / to make known / to disclose,
截,ㄐㄧㄝˊ,to cut off (a length) / to stop / to intercept / section / chunk / length,
截,ㄐㄧㄝˊ,to cut off (a length) / to stop / to intercept / section / chunk / length,
潔白,ㄐㄧㄝˊ ㄅㄞˊ,spotlessly white / pure white,
節儉,ㄐㄧㄝˊ ㄐㄧㄢˇ,frugal / economical,
節慶,ㄐㄧㄝˊ ㄑㄧㄥˋ,festival,
竭力,ㄐㄧㄝˊ ㄌㄧˋ,to do one's utmost,
結實,ㄐㄧㄝ ㄕˊ,rugged / sturdy / strong / durable / buff (physique),
結業,ㄐㄧㄝˊ ㄧㄝˋ,"to finish school, esp. a short course / to complete a course",
結緣,ㄐㄧㄝˊ ㄩㄢˊ,"to form ties / to become attached (to sb, sth)",
捷運,ㄐㄧㄝˊ ㄩㄣˋ,rapid transit / subway,
解答,ㄐㄧㄝˇ ㄉㄚˊ,answer / explanation / solution (to a math equation),
解放,ㄐㄧㄝˇ ㄈㄤˋ,to liberate / to emancipate / liberation / refers to the Communists' victory over the Nationalists in 1949,次
解渴,ㄐㄧㄝˇ ㄎㄜˇ,to quench,
解剖,ㄐㄧㄝˇ ㄆㄡˇ,to dissect (an animal) / to analyze / anatomy,
解說,ㄐㄧㄝˇ ㄕㄨㄛ,to explain / to comment,
解體,ㄐㄧㄝˇ ㄊㄧˇ,to break up into components / to disintegrate / to collapse / to crumble,
解脫,ㄐㄧㄝˇ ㄊㄨㄛ,to untie / to free / to absolve of / to get free of / to extirpate oneself / (Buddhism) to free oneself of worldly worries,
解約,ㄐㄧㄝˇ ㄩㄝ,to terminate an agreement / to cancel a contract,
屆,ㄐㄧㄝˋ,"to arrive at (place or time) / period / to become due / classifier for events, meetings, elections, sporting fixtures, years (of graduation)",
屆時,ㄐㄧㄝˋ ㄕˊ,when the time comes / at the scheduled time,
戒,ㄐㄧㄝˋ,to guard against / to exhort / to admonish or warn / to give up or stop doing sth / Buddhist monastic discipline / ring (for a finger),
戒備,ㄐㄧㄝˋ ㄅㄟˋ,to take precautions / to guard against (emergency),
借貸,ㄐㄧㄝˋ ㄉㄞˋ,to borrow or lend money / debit and credit items on a balance sheet,
藉口,ㄐㄧㄝˋ ㄎㄡˇ,to use as an excuse / on the pretext / excuse / pretext / also written 借口[jie4 kou3],
介入,ㄐㄧㄝˋ ㄖㄨˋ,to intervene / to get involved,
金錢,ㄐㄧㄣ ㄑㄧㄢˊ,money / currency,
金魚,ㄐㄧㄣ ㄩˊ,goldfish,
津貼,ㄐㄧㄣ ㄊㄧㄝ,allowance,
緊湊,ㄐㄧㄣˇ ㄘㄡˋ,compact / terse / tight (schedule),
緊密,ㄐㄧㄣˇ ㄇㄧˋ,inseparably close,
緊縮,ㄐㄧㄣˇ ㄙㄨㄛ,(economics) to reduce / to curtail / to cut back / to tighten / austerity / tightening / crunch,
謹慎,ㄐㄧㄣˇ ㄕㄣˋ,cautious / prudent,
近,ㄐㄧㄣˋ,near / close to / approximately,
近,ㄐㄧㄣˋ,near / close to / approximately,
勁,ㄐㄧㄣˋ,stalwart / sturdy / strong / powerful,
勁兒,ㄐㄧㄣˋ ㄦ,erhua variant of 勁[jin4],
進場,ㄐㄧㄣˋ ㄔㄤˇ,to enter the venue / to enter the arena / (aviation) to approach the airfield / (investing) to get into the market,
進度,ㄐㄧㄣˋ ㄉㄨˋ,pace / tempo / degree of progress (on project) / work schedule,
進而,ㄐㄧㄣˋ ㄦˊ,and then (what follows next),
進攻,ㄐㄧㄣˋ ㄍㄨㄥ,to attack / to assault / to go on the offensive / attack / assault / offense (sports),
進化,ㄐㄧㄣˋ ㄏㄨㄚˋ,evolution,個
進軍,ㄐㄧㄣˋ ㄐㄩㄣ,to march / to advance,
進修,ㄐㄧㄣˋ ㄒㄧㄡ,to undertake advanced studies / to take a refresher course,
進展,ㄐㄧㄣˋ ㄓㄢˇ,to make headway / to make progress,
晉級,ㄐㄧㄣˋ ㄐㄧˊ,to advance in rank / promotion / advancement,
盡量,ㄐㄧㄣˋ ㄌㄧㄤˋ,as much as possible / to the greatest extent,
禁令,ㄐㄧㄣˋ ㄌㄧㄥˋ,prohibition / ban,
精,ㄐㄧㄥ,essence / extract / vitality / energy / semen / sperm / mythical goblin spirit / highly perfected / elite / the pick of sth / proficient (refined ability) / extremely (fine) / selected rice (archaic),
精光,ㄐㄧㄥ ㄍㄨㄤ,"nothing left (money, food etc) / all finished / bright and shiny / radiant / glorious",
精華,ㄐㄧㄥ ㄏㄨㄚˊ,best feature / most important part of an object / quintessence / essence / soul,
精明,ㄐㄧㄥ ㄇㄧㄥˊ,astute / shrewd,
精髓,ㄐㄧㄥ ㄙㄨㄟˇ,marrow / pith / quintessence / essence,
精緻,ㄐㄧㄥ ㄓˋ,delicate / fine / exquisite / refined,
經典,ㄐㄧㄥ ㄉㄧㄢˇ,"the classics / scriptures / classical / classic (example, case etc) / typical",
經濟,ㄐㄧㄥ ㄐㄧˋ,economy / economic,
經書,ㄐㄧㄥ ㄕㄨ,classic books in Confucianism / scriptures / sutras,
驚惶,ㄐㄧㄥ ㄏㄨㄤˊ,panic-stricken,
驚奇,ㄐㄧㄥ ㄑㄧˊ,to be amazed / to be surprised / to wonder,
驚喜,ㄐㄧㄥ ㄒㄧˇ,nice surprise / to be pleasantly surprised,
驚險,ㄐㄧㄥ ㄒㄧㄢˇ,thrilling / a thriller,
鯨魚,ㄐㄧㄥ ㄩˊ,whale,條
井,ㄐㄧㄥˇ,a well / neat / orderly,口
警報,ㄐㄧㄥˇ ㄅㄠˋ,(fire) alarm / alert signal / alarm / alert / warning,
警覺,ㄐㄧㄥˇ ㄐㄩㄝˊ,to be on guard / alert / vigilance / alertness,
警惕,ㄐㄧㄥˇ ㄊㄧˋ,to be on the alert / vigilant / alert / on guard / to warn,
警衛,ㄐㄧㄥˇ ㄨㄟˋ,to stand guard over / (security) guard,
景觀,ㄐㄧㄥˇ ㄍㄨㄢ,landscape,
景氣,ㄐㄧㄥˇ ㄑㄧˋ,"(of economy, business etc) flourishing / prosperous",
景物,ㄐㄧㄥˇ ㄨˋ,scenery,
景象,ㄐㄧㄥˇ ㄒㄧㄤˋ,scene / sight (to behold),
淨,ㄐㄧㄥˋ,"clean / completely / only / net (income, exports etc) / (Chinese opera) painted face male role",
竟,ㄐㄧㄥˋ,unexpectedly / actually / to go so far as to / indeed,
敬,ㄐㄧㄥˋ,to respect / to venerate / to salute / to offer,
敬佩,ㄐㄧㄥˋ ㄆㄟˋ,to esteem / to admire,
境地,ㄐㄧㄥˋ ㄉㄧˋ,circumstances,
靜脈,ㄐㄧㄥˋ ㄇㄞˋ,vein,
靜態,ㄐㄧㄥˋ ㄊㄞˋ,static / sedate / quiet / passive / (physics) static / steady-state / (electronics) quiescent,
競賽,ㄐㄧㄥˋ ㄙㄞˋ,race / competition,個
競選,ㄐㄧㄥˋ ㄒㄩㄢˇ,to take part in an election / to run for office,
競爭,ㄐㄧㄥˋ ㄓㄥ,to compete / competition,
揪,ㄐㄧㄡ,to seize / to clutch / to grab firmly and pull,
糾紛,ㄐㄧㄡ ㄈㄣ,dispute,
酒店,ㄐㄧㄡˇ ㄉㄧㄢˋ,wine shop / pub (public house) / hotel / restaurant / (Tw) hostess club,
酒館,ㄐㄧㄡˇ ㄍㄨㄢˇ,tavern / pub / wine shop,
酒精,ㄐㄧㄡˇ ㄐㄧㄥ,alcohol / ethanol CH3CH2OH / ethyl alcohol / also written 乙醇 / grain alcohol,
就,ㄐㄧㄡˋ,at once / right away / only / just (emphasis) / as early as / already / as soon as / then / in that case / as many as / even if / to approach / to move towards / to undertake / to engage in / to suffer / subjected to / to accomplish / to take advantage of / to go with (of foods) / with regard to / concerning,
就緒,ㄐㄧㄡˋ ㄒㄩˋ,to be ready / to be in order,
救濟,ㄐㄧㄡˋ ㄐㄧˋ,emergency relief / to help the needy with cash or goods,
救援,ㄐㄧㄡˋ ㄩㄢˊ,to save / to support / to help / to assist,
居,ㄐㄩ,to reside / to be (in a certain position) / to store up / to be at a standstill / residence / house / restaurant / classifier for bedrooms,
局部,ㄐㄩˊ ㄅㄨˋ,part / local,
局面,ㄐㄩˊ ㄇㄧㄢˋ,aspect / phase / situation,
沮喪,ㄐㄩˇ ㄙㄤˋ,dispirited / dejected / dismayed,
舉例,ㄐㄩˇ ㄌㄧˋ,to give an example,
舉止,ㄐㄩˇ ㄓˇ,bearing / manner / mien,
舉重,ㄐㄩˇ ㄓㄨㄥˋ,to lift weights / weight-lifting (sports),
巨人,ㄐㄩˋ ㄖㄣˊ,giant,
拒,ㄐㄩˋ,to resist / to repel / to refuse,
距,ㄐㄩˋ,at a distance of / distance / to be apart,
據,ㄐㄩˋ,according to / to act in accordance with / to depend on / to seize / to occupy,
據悉,ㄐㄩˋ ㄒㄧ,according to reports / it is reported (that),
聚餐,ㄐㄩˋ ㄘㄢ,communal meal / formal dinner of club or group,
俱全,ㄐㄩˋ ㄑㄩㄢˊ,every kind / every variety under the sun / a complete gamut,
捐獻,ㄐㄩㄢ ㄒㄧㄢˋ,to donate / to contribute / donation / contribution,
捐贈,ㄐㄩㄢ ㄗㄥˋ,to contribute (as a gift) / to donate / benefaction,
決賽,ㄐㄩㄝˊ ㄙㄞˋ,finals (of a competition),
決議,ㄐㄩㄝˊ ㄧˋ,a resolution / to pass a resolution,
抉擇,ㄐㄩㄝˊ ㄗㄜˊ,to choose (literary),
絕大多數,ㄐㄩㄝˊ ㄉㄚˋ ㄉㄨㄛ ㄕㄨˋ,absolute majority / overwhelming majority,
絕跡,ㄐㄩㄝˊ ㄐㄧ,to be eradicated / to vanish / extinct / to break off relations,
均,ㄐㄩㄣ,equal / even / all / uniform,
均衡,ㄐㄩㄣ ㄏㄥˊ,equal / balanced / harmony / equilibrium,
均勻,ㄐㄩㄣ ㄩㄣˊ,"even / well-distributed / homogeneous / well-proportioned (figure, body etc)",
軍備,ㄐㄩㄣ ㄅㄟˋ,(military) arms / armaments,
軍閥,ㄐㄩㄣ ㄈㄚˊ,military clique / junta / warlord,
軍官,ㄐㄩㄣ ㄍㄨㄢ,officer (military),
軍艦,ㄐㄩㄣ ㄐㄧㄢˋ,warship / military naval vessel,艘
開辦,ㄎㄞ ㄅㄢˋ,to open / to start (a business etc) / to set up,
開導,ㄎㄞ ㄉㄠˇ,to talk sb round / to straighten sth out / to enlighten,
開動,ㄎㄞ ㄉㄨㄥˋ,to start / to set in motion / to move / to march / to dig in (eating) / to tuck in (eating),
開發,ㄎㄞ ㄈㄚ,to exploit (a resource) / to open up (for development) / to develop,
開飯,ㄎㄞ ㄈㄢˋ,to serve a meal,
開放,ㄎㄞ ㄈㄤˋ,to bloom / to open / to be open (to the public) / to open up (to the outside) / to be open-minded / unrestrained by convention / unconstrained in one's sexuality,
開口,ㄎㄞ ㄎㄡˇ,to open one's mouth / to start to talk,
開闊,ㄎㄞ ㄎㄨㄛˋ,wide / open (spaces) / to open up,
開路,ㄎㄞ ㄌㄨˋ,to open up a path / to make one's way through / to construct a road / (electricity) open circuit,
開幕,ㄎㄞ ㄇㄨˋ,to open (a conference) / to inaugurate,
開盤,ㄎㄞ ㄆㄢˊ,to commence trading (stock market),
開闢,ㄎㄞ ㄆㄧˋ,to open up / to set up / to establish,
開啟,ㄎㄞ ㄑㄧˇ,to open / to start / (computing) to enable,
開頭,ㄎㄞ ㄊㄡˊ,beginning / to start,
開頭兒,ㄎㄞ ㄊㄡˊ ㄦ,beginning / to start,
開銷,ㄎㄞ ㄒㄧㄠ,to pay (expenses) / expenses / (old) to dismiss (an employee),
開業,ㄎㄞ ㄧㄝˋ,to open a business / to open a practice / open (for business),
開展,ㄎㄞ ㄓㄢˇ,to launch / to develop / to unfold / (of an exhibition etc) to open,
開張,ㄎㄞ ㄓㄤ,to open a business / first transaction of a business day,
刊物,ㄎㄢ ㄨˋ,publication,
刊登,ㄎㄢ ㄉㄥ,to carry a story / to publish (in a newspaper or magazine),
看守,ㄎㄢ ㄕㄡˇ,to guard / to watch over,
康復,ㄎㄤ ㄈㄨˋ,to recuperate / to recover (health) / to convalesce,
慷慨,ㄎㄤ ㄎㄞˇ,vehement / fervent / generous / giving / liberal,
扛,ㄎㄤˊ,"to carry on one's shoulder / (fig.) to take on (a burden, duty etc)",
抗爭,ㄎㄤˋ ㄓㄥ,to resist / to make a stand and fight (against),
考場,ㄎㄠˇ ㄔㄤˇ,exam room,
考古,ㄎㄠˇ ㄍㄨˇ,archaeology,
考量,ㄎㄠˇ ㄌㄧㄤˊ,to consider / to give serious consideration to sth / consideration,
考生,ㄎㄠˇ ㄕㄥ,exam candidate / student whose name has been put forward for an exam,
考驗,ㄎㄠˇ ㄧㄢˋ,to test / to put to the test / trial / ordeal,
烤肉,ㄎㄠˇ ㄖㄡˋ,barbecue (lit. roast meat),
靠,ㄎㄠˋ,to lean against or on / to stand by the side of / to come near to / to depend on / to trust / to fuck (vulgar) / traditional military costume drama where the performers wear armor (old),
刻畫,ㄎㄜˋ ㄏㄨㄚˋ,to portray,
刻劃,ㄎㄜˋ ㄏㄨㄚˋ,to portray,
科幻,ㄎㄜ ㄏㄨㄢˋ,science fiction / abbr. for 科學幻想学幻想[ke1 xue2 huan4 xiang3],
苛責,ㄎㄜ ㄗㄜˊ,to criticize harshly / to excoriate,
殼,ㄎㄜˊ,shell / carapace / crust (earth's crust etc) / also pr. [ke2],
可觀,ㄎㄜˇ ㄍㄨㄢ,considerable / impressive / significant,
可見,ㄎㄜˇ ㄐㄧㄢˋ,it can clearly be seen (that this is the case) / it is (thus) clear / clear / visible,
可望,ㄎㄜˇ ㄨㄤˋ,can be expected (to) / to be expected (to) / hopefully (happening),
可行,ㄎㄜˇ ㄒㄧㄥˊ,feasible,
刻薄,ㄎㄜˋ ㄅㄛˊ,unkind / harsh / cutting / mean / acrimony / to embezzle by making illegal deductions,
刻苦,ㄎㄜˋ ㄎㄨˇ,hardworking / assiduous,
刻意,ㄎㄜˋ ㄧˋ,meticulous / painstaking / deliberate,
客機,ㄎㄜˋ ㄐㄧ,passenger plane,
課業,ㄎㄜˋ ㄧㄝˋ,lesson / schoolwork,
克制,ㄎㄜˋ ㄓˋ,to restrain / to control / restraint / self-control,
吭聲,ㄎㄥ ㄕㄥ,to utter a word,
空,ㄎㄨㄥ,to empty / vacant / unoccupied / space / leisure / free time,
空曠,ㄎㄨㄥ ㄎㄨㄤˋ,spacious and empty / void,
空難,ㄎㄨㄥ ㄋㄢˋ,air crash / aviation accident or incident,
空談,ㄎㄨㄥ ㄊㄢˊ,prattle / idle chit-chat,
空運,ㄎㄨㄥ ㄩㄣˋ,air transport,
孔,ㄎㄨㄥˇ,hole / classifier for cave dwellings,個
恐嚇,ㄎㄨㄥˇ ㄏㄜˋ,to threaten / to menace,
恐懼,ㄎㄨㄥˇ ㄐㄩˋ,to be frightened / fear / dread,
口,ㄎㄡˇ,"mouth / classifier for things with mouths (people, domestic animals, cannons, wells etc) / classifier for bites or mouthfuls",
口頭,ㄎㄡˇ ㄊㄡˊ,oral / verbal,
口吻,ㄎㄡˇ ㄨㄣˇ,tone of voice / connotation in intonation / accent (regional etc) / snout / muzzle / lips / protruding portion of an animal's face,
扣除,ㄎㄡˋ ㄔㄨˊ,to deduct,
苦工,ㄎㄨˇ ㄍㄨㄥ,hard labor (in penal code) / coolie,
苦難,ㄎㄨˇ ㄋㄢˋ,suffering,
苦惱,ㄎㄨˇ ㄋㄠˇ,vexed / distressed,
苦衷,ㄎㄨˇ ㄓㄨㄥ,secret trouble / sorrow / difficulties,
庫存,ㄎㄨˋ ㄘㄨㄣˊ,property or cash held in reserve / stock,
誇,ㄎㄨㄚ,to boast / to exaggerate / to praise,
誇耀,ㄎㄨㄚ ㄧㄠˋ,to brag about / to flaunt,
跨越,ㄎㄨㄚˋ ㄩㄝˋ,to step across / step over,
快活,ㄎㄨㄞˋ ㄏㄨㄛˊ,happy / cheerful,
快速,ㄎㄨㄞˋ ㄙㄨˋ,fast / high-speed / rapid,
